battery_id,cycle_idx,cycle_type,ambient_temp,capacity,voltage_mean,voltage_max,voltage_min,current_mean,current_max,current_min,temp_mean,temp_max,temp_min,temp_range,voltage_range,current_range,capacity_ah,ambient_temp_c,re,rct,risk_score,proxy_label
B0005,0,charge,24,,4.187419504014827,4.2099486995035615,3.479393559379272,0.6434546691871927,1.5143932321982565,-4.030268477538787,25.32407901830568,27.445134031590747,24.167061880805868,3.2780721507848796,0.7305551401242893,5.544661709737043,,24,,,0.4761697823412339,0
B0005,1,discharge,24,1.8564874208181574,3.5298286688693397,4.191491807505295,2.612467347907089,-1.8187019641679727,0.000728585272845447,-2.0180146876333027,32.572328114029,38.98218133148803,24.325993424022467,14.656187907465561,1.5790244595982057,2.018743272906148,1.8564874208181574,24,,,-0.09181352823976818,0
B0005,2,charge,24,,4.058826443375249,4.213016370444398,3.001950570776504,0.9490426727251161,1.5151784093535638,-3.361982908688226,26.635622628116085,29.34194895777482,24.528515200437052,4.813433757337769,1.2110657996678942,4.877161318041789,,24,,,0.5024840599487539,1
B0005,3,discharge,24,1.846327249719927,3.5373201277859714,4.189773213846608,2.587208728940726,-1.8175598506612867,0.002927403359080335,-2.016820542901454,32.72523522519307,39.033397966787035,24.685948163596,14.347449803191036,1.6025644849058818,2.0197479462605346,1.846327249719927,24,,,-0.080072772863789,0
B0005,4,charge,24,,4.058138828852896,4.212788046609961,3.0358785775794024,0.9505286974657304,1.5168939445650547,-3.384407789097242,26.778175507896698,29.553300732538816,24.600173786523015,4.9531269460158,1.1769094690305586,4.901301733662297,,24,,,0.5084244297743684,1
B0005,5,discharge,24,1.8353491942234077,3.5437367282719,4.188186735991303,2.6519168938437794,-1.8164865418840956,0.0014836763652280672,-2.016573862170142,32.64286193755933,38.818796689817404,24.734266163954402,14.084530525863002,1.536269842147524,2.0180575385353703,1.8353491942234077,24,,,-0.07917018133855502,0
B0005,6,charge,24,,4.058904789088504,4.212924011950438,3.0661450551857485,0.9523115206216739,1.5175028479320207,-3.4122633601213583,26.70320405781683,29.456340289732644,24.49334629714403,4.962993992588615,1.1467789567646895,4.929766208053379,,24,,,0.5060305127499052,1
B0005,7,discharge,24,1.8352625275821128,3.5436661072601456,4.188461118855572,2.592947964776547,-1.8255891938692528,0.001547011952723541,-2.0159359571668354,32.51487646204882,38.7623045063458,24.652243741292516,14.110060765053284,1.5955131540790246,2.017482969119559,1.8352625275821128,24,,,-0.08636009937049391,0
B0005,8,charge,24,,4.058329981003973,4.2128738833616,3.0637656606174013,0.9477284862498987,1.5169487474809897,-3.403625146732859,26.617004288392003,29.4813335075363,24.42016992589388,5.061163581642418,1.1491082227441987,4.920573894213849,,24,,,0.5011179073378582,1
B0005,9,discharge,24,1.8346455082120419,3.5423432526672167,4.188298524761055,2.547419651124539,-1.8261139590277586,0.001701454824503414,-2.017425579158831,32.38234901543077,38.66539257343368,24.518700434435164,14.146692138998514,1.6408788736365159,2.0191270339833345,1.8346455082120419,24,,,-0.09302777568870005,0
B0005,10,charge,24,,4.059785107501149,4.212763963219923,3.0593224041262927,0.9326606943848299,1.5165104184246716,-3.3944513625869224,26.51849450408942,29.39582042914756,24.41186883829393,4.9839515908536285,1.1534415590936304,4.9109617810115935,,24,,,0.4951298826941703,1
B0005,11,discharge,24,1.8356616600675495,3.5413347346347575,4.188815807948604,2.5209480504077413,-1.8168108743168803,0.0024899497555445145,-2.0162347618032066,32.43418218230641,38.75169504640032,24.51442664842638,14.237268397973942,1.6678677575408627,2.018724711558751,1.8356616600675495,24,,,-0.0897899746854928,0
B0005,12,charge,24,,4.058914241429766,4.213176751734383,3.0533599221041614,0.9322724824266048,1.5149343200832288,-3.401390462320561,26.620706323978894,29.438424119486054,24.527457541863313,4.910966577622741,1.1598168296302216,4.91632478240379,,24,,,0.49887677566305866,1
B0005,13,discharge,24,1.8351461429226603,3.5410250495075215,4.18839163793879,2.487927319492314,-1.816791144707133,0.002314295882739856,-2.01583310669507,32.480416444757985,38.8207012322275,24.575581239008407,14.245119993219092,1.700464318446476,2.0181474025778097,1.8351461429226603,24,,,-0.0880040928025746,0
B0005,14,charge,24,,4.053425643583468,4.212850577044761,3.048720950345317,0.9653291698755072,1.5160376811966019,-3.385806497377117,26.737918888901717,29.510810563981206,24.545714784434754,4.965095779546452,1.1641296266994439,4.901844178573719,,24,,,0.5062412546332936,1
B0005,15,discharge,24,1.8257567905665537,3.554133296801584,4.188927891511958,2.6652049047458775,-1.8443412120754061,0.002227616056915605,-2.0166395518034546,32.41046186109587,38.51713023385634,24.71132429046902,13.805805943387323,1.5237229867660806,2.0188671678603702,1.8257567905665537,24,,,-0.08729730710921504,0
B0005,16,charge,24,,4.055637707823975,4.213141772335243,3.0824222303522406,0.9616213808811537,1.5173922491512082,-3.43387007729948,26.74145703066146,29.668813794471543,24.51382202883513,5.154991765636414,1.1307195419830025,4.9512623264506885,,24,,,0.5071898400621517,1
B0005,17,discharge,24,1.8247738529891333,3.5529355991467955,4.189029250882121,2.6038584726333673,-1.853972745505648,0.005401028321021492,-2.018357230695621,32.3461408313,38.526267904657,24.628487294051176,13.897780610605821,1.5851707782487536,2.0237582590166423,1.8247738529891333,24,,,-0.09259240714388675,0
B0005,18,charge,24,,4.0551389874488235,4.212949842741421,3.075795646323062,0.9608152867945828,1.517754813457655,-3.416543780338169,26.7021703105932,29.779288735822295,24.435380667117133,5.343908068705161,1.1371541964183587,4.934298593795824,,24,,,0.5050253609502735,1
B0005,19,discharge,24,1.824613268496936,3.5512057319376997,4.189223427076418,2.552853984885676,-1.8535899338510957,0.0030191479674457028,-2.0160718378149842,32.27679750791685,38.52698128472781,24.561560340089137,13.965420944638673,1.636369442190742,2.0190909857824297,1.824613268496936,24,,,-0.09664994410625602,0
B0005,20,charge,24,,4.054491573689291,4.2132271723869295,3.06985284508505,0.961954518108792,1.5160463401115014,-3.4217714333372964,26.608132946993933,29.71100043300344,24.32273250630084,5.3882679267026,1.1433743273018795,4.937817773448797,,24,,,0.5007596771717745,1
B0005,21,discharge,24,1.8246195526864504,3.549292319740949,4.188916055911241,2.4724483018527317,-1.863380178294828,0.002626400189938571,-2.0160713863396573,32.15709350345252,38.54143406601644,24.43128509546442,14.110148970552022,1.7164677540585092,2.018697786529596,1.8246195526864504,24,,,-0.10482842006747631,0
B0005,22,charge,24,,4.0526146919932,4.212826399381091,3.0612589860161115,0.9688176644385617,1.5169315449208305,-3.4044907346629887,26.63314786563377,29.79634895864274,24.44909427715232,5.347254681490419,1.1515674133649791,4.921422279583819,,24,,,0.5018295056483081,1
B0005,23,charge,24,,4.076087195502948,4.212863906558764,3.34157125606709,0.948479102987148,1.517755800661927,-3.78388997609184,27.033644494333256,30.37677905152779,24.588334332873952,5.788444718653839,0.8712926504916738,5.301645776753767,,24,,,0.5309243788509264,1
B0005,24,discharge,24,1.8142019357673917,3.559759220648976,4.189876247266316,2.64956413267546,-1.872968810287894,0.00236452370176732,-2.016851865845563,32.36407129853099,38.52197451768004,24.74037188089418,13.781602636785863,1.5403121145908556,2.0192163895473305,1.8142019357673917,24,,,-0.0907277368759851,0
B0005,25,charge,24,,4.054612747973269,4.212724851227894,3.092615790717664,0.9671176035785914,1.5187305848630464,-3.4380894291317374,26.870618187745674,30.05302011094364,24.582626408111885,5.470393702831753,1.12010906051023,4.956820013994784,,24,,,0.5130542883742837,1
B0005,26,discharge,24,1.8137521577549054,3.558081969139198,4.189286794768804,2.5724981777366227,-1.8826095043160833,0.0018583785527610795,-2.016393908986775,32.3181954403762,38.582485834057856,24.733107699311514,13.849378134746342,1.616788617032181,2.018252287539536,1.8137521577549054,24,,,-0.09554922595421089,0
B0005,27,charge,24,,4.059265909682025,4.213057848582499,3.082964486167869,0.9281364622466176,1.516640506364978,-3.4334448239833244,26.738987031481408,30.168468843680714,24.46895730598046,5.699511537700253,1.1300933624146303,4.950085330348302,,24,,,0.5034482840901587,1
B0005,28,discharge,24,1.8134404914735822,3.555692244172496,4.188837765892728,2.5249886697730286,-1.882536787636365,0.0022664654273509715,-2.0158117255163046,32.15709029211502,38.520294134873915,24.44798340505406,14.072310729819854,1.6638490961196997,2.0180781909436556,1.8134404914735822,24,,,-0.10404423496946577,0
B0005,29,charge,24,,4.053495431054621,4.213191057068328,3.0770823404741723,0.9687280220511734,1.5169693958592914,-3.432001975216655,26.692190227813647,30.06078601207466,24.320043101365826,5.7407429107088355,1.1361087165941557,4.948971371075946,,24,,,0.504934700592117,1
B0005,30,discharge,24,1.8025980036306504,3.562746818017503,4.189110301768517,2.694621861688723,-1.8817935155260215,0.001319946437255823,-2.0193509920362724,32.04407000314609,38.21358592965045,24.463097121123557,13.750488808526892,1.494488440079794,2.020670938473528,1.8025980036306504,24,,,-0.10409600758646409,0
B0005,31,charge,24,,4.057009589497505,4.212768567166564,3.1099815648289453,0.9622055340791629,1.5155189973310466,-3.482051074636857,26.563313470921162,29.84105303532721,24.209464138213455,5.631588897113755,1.1027870023376187,4.997570071967903,,24,,,0.5005460986169779,1
B0005,32,discharge,24,1.80210690024615,3.5614521756489204,4.18921207304098,2.64010141737067,-1.8921861285036712,0.0030782527761262007,-2.0164420273602586,31.931593674911532,38.1983618706913,24.32051139249706,13.87785047819424,1.5491106556703098,2.0195202801363847,1.80210690024615,24,,,-0.11166258507925811,0
B0005,33,charge,24,,4.056509050138727,4.21291099996523,3.1054460082871422,0.9646896474341132,1.517095395882731,-3.4790104488850004,26.52595276450022,29.90236309006016,24.162156462647953,5.740206627412206,1.1074649916780874,4.996105844767731,,24,,,0.4990565439839156,1
B0005,34,discharge,24,1.802579500826209,3.5603420474985823,4.188899969428112,2.5739035098380962,-1.9027629207037406,0.0009018486465400538,-2.016465255161054,31.941655359029298,38.31926916027133,24.357321702352365,13.961947457918967,1.614996459590016,2.0173671038075938,1.802579500826209,24,,,-0.11387270863813628,0
B0005,35,charge,24,,4.055991881873581,4.213175415157681,3.098521142673477,0.962272056961881,1.5164629383150432,-3.461446831236046,26.591676949772925,30.108307461804788,24.228713761357017,5.879593700447771,1.1146542724842043,4.977909769551089,,24,,,0.5011032694173223,1
B0005,36,discharge,24,1.8030683142834096,3.5591189041401865,4.188779799856791,2.4942396831720126,-1.9133470605822436,-0.00044812397487015555,-2.0181069603406625,31.965008645476725,38.4787542519308,24.382419922756025,14.096334329174777,1.6945401166847782,2.017658836365792,1.8030683142834096,24,,,-0.11558765461667661,0
B0005,37,charge,24,,4.056478346718693,4.212972694840331,3.089171188226161,0.9537153567418096,1.5161161861598926,-3.450379445041623,26.645032205307864,30.32132377942574,24.241843287727786,6.079480491697954,1.1238015066141696,4.966495631201516,,24,,,0.502175953286518,1
B0005,38,discharge,24,1.8027776247196041,3.557886771846508,4.189272591516219,2.4556793246645583,-1.9131602105481538,0.002337558709004184,-2.0170254305215485,31.966241678512723,38.54659017774874,24.355030419469987,14.191559758278753,1.7335932668516607,2.0193629892305527,1.8027776247196041,24,,,-0.11631704413783217,0
B0005,39,charge,24,,4.079851333950047,4.212806303346363,3.235784344365443,0.9411642330468534,1.5167316228940972,-3.646980102654795,25.663244609650953,29.01875034428269,24.19543355059427,4.82331679368842,0.9770219589809197,5.163711725548892,,24,,,0.4731899574273023,0
B0005,40,impedance,24,,,,,,,,,,,,,,,24,,,0.27915632115821,0
B0005,41,discharge,24,1.8470259949329193,3.5520375235511907,4.187614060563439,2.632142800798914,-1.8553455745575975,0.005955165804640151,-2.01684718332263,32.37143341978575,38.44749852224995,24.549424447285215,13.898074074964736,1.5554712597645248,2.0228023491272697,1.8470259949329193,24,,,-0.09234757013231634,0
