volt_mean,volt_std,current_mean,current_std,temp_max,temp_min,soc_mean,label
160.43164062500003,0.3177909035035619,-11.139062499999998,0.06758602735588183,96.0,84.0,41.101953125,00
163.002734375,0.59741659308506,-5.604296874999999,0.022121242398074743,228.0,210.0,50.193359375,00
155.25625,0.19495592450602905,-11.131640625,0.22494540081897504,204.0,192.0,37.1859375,00
156.63515625,0.137266758852747,-5.102734375,0.01854954698528721,204.0,186.0,34.87499999999999,10
167.599609375,0.47165748686107917,-4.171875000000001,0.0774974797977329,210.0,180.0,61.23320312500002,00
150.830078125,0.2602462658646309,-4.59765625,0.09759998379066201,102.0,78.0,32.88437499999999,00
153.484375,0.07388494010960137,-4.199609375000001,0.006237781024481015,204.0,186.0,31.408984375000006,00
158.5984375,3.1260744246728596,-38.010156249999994,0.44376581727972064,258.0,216.0,44.420312499999994,00
151.184375,0.2813020785116936,-4.95390625,0.05214514561239122,150.0,138.0,28.5359375,00
148.996875,0.9490898189186312,-21.224999999999994,2.2969919187929237,60.0,48.0,17.226171875,00
160.43710937499998,0.5737672278782667,-24.104296874999996,5.032319480057406,228.0,210.0,40.883984375,00
163.44765625000002,0.08791405937582805,-4.299999999999999,8.881784197001252e-16,162.0,150.0,56.232812499999994,00
150.06249999999997,0.09395810236482646,-12.244921875,0.06229335956973624,204.0,186.0,25.343749999999996,00
168.59999999999997,2.842170943040401e-14,-0.5999999999999999,1.1102230246251565e-16,234.0,222.0,63.5,00
164.06249999999997,1.3184685718666178,-44.5,0.0,162.0,138.0,45.00156249999999,00
147.34335937500003,0.054080052696065604,-5.1,0.0,210.0,168.0,18.48203125,00
149.38515625000002,0.05532551930110691,-4.013671875,0.27713763247524564,90.0,78.0,28.93515625,00
147.86406250000002,0.04878904686248472,-5.094921875,0.021955071088119282,270.0,246.0,24.034375000000004,10
152.64179687499998,0.09808266279131457,-4.155859375,0.07982429282248225,114.0,102.0,25.0390625,00
164.69531249999997,0.16267268468845886,-4.52890625,0.04533270023876237,186.0,162.0,54.56718750000002,00
168.74609375,0.14464522533059518,-33.144921875,6.344631526940433,228.0,204.0,58.660546875,00
162.07265624999997,0.08358644827923249,-4.752343750000001,0.05072111824415431,162.0,132.0,50.01679687500001,00
156.027734375,0.4180174840163486,-4.37734375,0.10016770605308638,192.0,180.0,45.865234375,00
149.627734375,0.20835184650815902,-18.891015624999998,0.14346896356306232,126.0,114.0,24.18203125,00
161.293359375,0.5979088263268981,-29.800000000000008,7.105427357601002e-15,282.0,264.0,50.041406249999994,00
150.475,0.45207853300062795,-4.623828125000001,0.17726930912875002,108.0,72.0,31.63125,00
164.81328125,0.46399607584379216,-4.2359375,0.05482126497765249,150.0,138.0,53.27109374999999,00
155.83203125,0.43236876508767186,-4.816796875,0.04583314837794134,162.0,138.0,36.846484375,00
165.80390625,0.11786004925732342,-4.3999999999999995,8.881784197001252e-16,198.0,180.0,59.70000000000002,10
156.11015625,0.6620092337618402,-34.69921875,0.00880424036686313,216.0,204.0,38.89960937500001,00
152.88046874999998,0.181813174092083,-6.299999999999998,1.7763568394002505e-15,198.0,186.0,36.8,00
160.1765625,0.09801496617226793,-3.97578125,0.042840718346422516,138.0,120.0,50.79999999999999,00
163.076171875,0.4514068652102933,-4.337499999999999,0.048412291827592976,150.0,126.0,56.347265625000006,00
160.705078125,0.209756168315701,-6.0,0.0,186.0,174.0,51.755468750000006,00
147.26171875,0.49007669899561446,-4.953515625,0.2066930462808543,174.0,144.0,24.858593750000004,00
167.263671875,0.537689459478223,-4.60234375,0.015128841196122797,84.0,66.0,60.761328125,00
158.36796875,0.2143061455568595,-6.009375,0.02914805954090244,90.0,84.0,47.46328125,00
155.6859375,0.08545318071172626,-4.799999999999999,8.881784197001252e-16,252.0,228.0,44.53124999999999,10
154.54140624999997,0.049255938331710054,-3.132421875000001,0.04680822066137933,216.0,210.0,39.821875,00
155.626953125,1.1612291834744488,-35.715234375,6.110106441488425,252.0,234.0,39.212890625,00
159.071875,0.8351588078772793,-46.20000000000001,7.105427357601002e-15,246.0,234.0,38.91835937500001,00
152.88007812499998,0.7851860807455051,-27.659374999999997,5.041762116004186,240.0,222.0,34.571484375000004,00
156.926953125,0.1259963949989593,-5.0,0.0,150.0,132.0,62.20000000000002,10
167.475390625,0.8742741653292228,-40.2859375,1.42306526417229,204.0,174.0,56.857812499999994,00
159.116015625,3.925002157611619,-40.147265625,2.572722055176843,180.0,114.0,38.448828125,00
152.17148437499998,0.234202736172869,-10.778125,0.12496093139457666,174.0,156.0,24.739453125,10
147.56406249999998,0.3187461703201299,-22.586328125000005,0.03547382604096168,264.0,246.0,17.967968750000004,00
149.79765625000002,0.06669056781838263,-4.299999999999999,8.881784197001252e-16,204.0,186.0,28.41953125000001,00
167.31640625,0.38715253448858833,-17.920312499999998,0.28922292845441977,120.0,114.0,48.799609374999996,00
149.85039062500005,0.04999847409780713,-4.524609375,0.10523338900800136,222.0,204.0,30.215625000000003,00
154.03945312500002,0.6896883451441961,-43.88593749999998,0.035869500885153484,222.0,192.0,31.675390625000006,00
151.63632812500003,1.4114655344123657,-41.38828125,9.15708930533597,126.0,96.0,23.007031249999997,00
153.91875000000002,0.27350445608801754,-11.633984374999997,0.06478136117633991,78.0,66.0,33.14375,00
160.88906250000002,0.31393032044348884,-11.366015625000003,0.06715001679716402,72.0,60.0,37.345312500000006,00
149.491796875,0.12488703391558549,-12.800000000000002,1.7763568394002505e-15,162.0,138.0,26.967187499999998,00
167.15585937499998,0.14538756041907475,-4.814843749999999,0.03555331329057129,198.0,186.0,51.238281249999986,10
157.224609375,0.991910563590339,-45.899999999999984,1.4210854715202004e-14,246.0,228.0,41.02070312499999,00
155.21835937499998,0.11291089783369306,-4.9359375,0.08219106456148384,210.0,186.0,39.758593749999996,00
158.73671875,0.986381573428072,-40.039843749999996,0.9543354890110382,240.0,216.0,38.39882812500001,00
161.76484374999998,0.1539022842128691,-4.793749999999999,0.025769410160110313,174.0,144.0,45.507812500000014,00
164.083984375,0.4778055956724021,-4.416796874999999,0.037383853335823544,180.0,168.0,42.40390625,00
167.072265625,0.2680447573510071,-10.900000000000004,3.552713678800501e-15,120.0,108.0,56.12968749999999,00
150.93828125,0.367555500432843,-4.633203125,0.19251393453522886,174.0,162.0,37.873828125,00
160.801953125,0.4451519378849602,-4.391796875,0.08689013891250479,174.0,156.0,51.82304687500001,00
166.009375,1.5073485361305796,-45.484765625,0.17219386260363456,150.0,126.0,50.634765625,00
